SUBURB,BOX-CODE,STR-CODE,AREA,
LEBOHANG EXT 11,2265,2265,LESLIE,
LEBOHANG UIT 11,2265,2265,LESLIE,
LEBOHANG EXT 12,2265,2265,LESLIE,
LEBOHANG UIT 12,2265,2265,LESLIE,
LEBOHANG EXT 15,2265,2265,LESLIE,
LEBOHANG UIT 15,2265,2265,LESLIE,
LEBOHANG EXT 17,2265,2265,LESLIE,
LEBOHANG UIT 17,2265,2265,LESLIE,
LEBOHANG EXT 4,2265,2265,LESLIE,
LEBOHANG UIT 4,2265,2265,LESLIE,
LEBOHANG EXT 5,2265,2265,LESLIE,
LEBOHANG UIT 5,2265,2265,LESLIE,
LEBOHANG EXT 6,2265,2265,LESLIE,
LEBOHANG UIT 6,2265,2265,LESLIE,
LEBOHANG EXT 9,2265,2265,LESLIE,
LEBOHANG UIT 9,2265,2265,LESLIE,
LEBOTLOANE,0411,,TEMBA,
LEBOWAKGOMO,0737,0737,POLOKWANE,
LEBOWAKGOMO ZONE A,0745,0745,CHUENESPOORT,
LEBOWAKGOMO SONE A,0745,0745,CHUENESPOORT,
LEBOWAKGOMO ZONE B,0737,0737,CHUENESPOORT,
LEBOWAKGOMO SONE B,0737,0737,CHUENESPOORT,
LEBOWAKGOMO ZONE F,0737,0737,CHUENESPOORT,
LEBOWAKGOMO SONE F,0737,0737,CHUENESPOORT,
LEBOWAKGOMO ZONE P,0737,0737,CHUENESPOORT,
LEBOWAKGOMO SONE P,0737,0737,CHUENESPOORT,
LEBOWAKGOMO ZONE S,0745,0737,CHUENESPOORT,
LEBOWAKGOMO SONE S,0745,0737,CHUENESPOORT,
LEDIG,0316,0316,RUSTENBURG,
LEE-GLEN,,1709,FLORIDA,
LEERKRANS,8818,,UPINGTON,
LEESDALE,0710,,LONSDALE,
LEEU-GAMAKA,6950,,BEAUFORT WEST,
LEEU-GAMKA,6950,,BEAUFORT WEST,
LEEUDORING,,1779,WESTONARIA,
LEEUDORING EXT,1780,,WESTONARIA,
LEEUDORING UIT,1780,,WESTONARIA,
LEEUDORINGSTAD,2640,2640,LEEUDORINGSTAD,
LEEUFONTEIN,,0449,MBIBANE,
LEEUHOF,,1939,VEREENIGING,
LEEUHOF EXT 1,,1939,VEREENIGING,
LEEUHOF UIT 1,,1939,VEREENIGING,
LEEUKUIL,0457,,DIBASABOPHELO,
LEEUPOORT,0486,0486,THABAZIMBI,
LEEUWFONTEIN,,0186,PRETORIA,
LEFALANE,0741,,POLOKWANE,
LEFARAGATLHA,0309,0299,RUSTENBURG,
LEFATLHENG,0403,0407,TEMBA,
LEFIFI,0435,,HAMMANSKRAAL,
LEFISO,0413,,MUTLESTAD,
LEGAE LA BATHO,0700,0699,POLOKWANE,
LEGKRAAL,,2745,MAHIKENG,
LEGOGOTE,1257,1257,WHITE RIVER,
LEGOGWE,1222,,NELSPRUIT,
LEGOLANENG,0470,,GROBLERSDAL,
LEGONYANE,0210,,BRITS,
LEHAE,1821,1829,LENASIA,
LEHLOHONOLO,4740,,MTHATHA,
LEHURUTSHE,2880,2880,ZEERUST,
LEHURUTSHE UNIT 1,2880,2880,ZEERUST,
LEHURUTSHE EENHEID 1,2880,2880,ZEERUST,
LEHURUTSHE UNIT 2,2880,2880,ZEERUST,
LEHURUTSHE EENHEID 2,2880,2880,ZEERUST,
LEIDEN,,7100,DELFT,
LEIGHTON PARK,,6850,WORCESTER,
LEIPOLDTVILLE,8122,,GRAAFWATER,
LEISURE BAY,4278,,MUNSTER,
LEISURE ISLE,,6571,KNYSNA,
LEKANENG EXT,,1632,TEMBISA,
LEKANENG UIT,,1632,TEMBISA,
LEKANENG SECTION,1632,1632,TEMBISA,
LEKANENG SEKSIE,1632,1632,TEMBISA,
LEKAZI,1214,,KANYAMAZANE,
LEKAZI EXT,1214,,KANYAMAZANE,
LEKAZI UIT,1214,,KANYAMAZANE,
LEKGOLO,0499,,TEMBA,
LEKGOPHUNG,2884,2884,ZEERUST,
LEKHURENG,0748,,JUNO,
LEKKERDRIL,9700,,BETHLEHEM,
LEKKERPLAAS,1784,,WESTONARIA,
LEKKERSING,8283,8283,PORT NOLLOTH,
LEKOKO,2763,,MAHIKENG,
LEKOLO EXT 1,,1431,KATLEHONG,
LEKOLO UIT 1,,1431,KATLEHONG,
LEKUNG,8592,8592,TAUNG STATION,
LEMMERMOOR,,1739,KRUGERSDORP,
LEMOENDRAAI,,8801,UPINGTON,
LENALLYN,5024,,CLARKEBURY,
LENASIA,1820,1827,LENASIA,
LENASIA,1821,1827,LENASIA,
LENASIA EXT,,1827,LENASIA,
LENASIA UIT,,1827,LENASIA,
LENASIA EXT 1,1820,1827,LENASIA,
LENASIA UIT 1,1820,1827,LENASIA,
LENASIA EXT 10,1821,1827,LENASIA,
LENASIA UIT 10,1821,1827,LENASIA,
LENASIA EXT 11,1821,1827,LENASIA,
LENASIA UIT 11,1821,1827,LENASIA,
LENASIA EXT 11A,1821,1827,LENASIA,
LENASIA UIT 11A,1821,1827,LENASIA,
LENASIA EXT 11B,1821,1827,LENASIA,
LENASIA UIT 11B,1821,1827,LENASIA,
LENASIA EXT 12,1821,1827,LENASIA,
LENASIA UIT 12,1821,1827,LENASIA,
LENASIA EXT 13,1821,1827,LENASIA,
LENASIA UIT 13,1821,1827,LENASIA,
LENASIA EXT 2,,1827,LENASIA,
LENASIA UIT 2,,1827,LENASIA,
LENASIA EXT 3,,1827,LENASIA,
LENASIA UIT 3,,1827,LENASIA,
LENASIA EXT 4,,1827,LENASIA,
LENASIA UIT 4,,1827,LENASIA,
LENASIA EXT 5,,1827,LENASIA,
LENASIA UIT 5,,1827,LENASIA,
LENASIA EXT 6,,1827,LENASIA,
LENASIA UIT 6,,1827,LENASIA,
LENASIA EXT 7,1821,1827,LENASIA,
LENASIA UIT 7,1821,1827,LENASIA,
LENASIA EXT 8,1821,1827,LENASIA,
LENASIA UIT 8,1821,1827,LENASIA,
LENASIA EXT 9,1821,1827,LENASIA,
LENASIA UIT 9,1821,1827,LENASIA,
LENASIA NORTH,1838,1827,LENASIA,
LENASIA-NOORD,1838,1827,LENASIA,
LENASIA NTN CENTRE,2183,,OLIVEDALE,
LENASIA NTN SENTRUM,2183,,OLIVEDALE,
LENASIA SOUTH,1835,1829,LENASIA,
LENASIA-SUID,1835,1829,LENASIA,
LENASIA SOUTH EXT,,1829,LENASIA,
LENASIA-SUID UIT,,1829,LENASIA,
LENASIA SOUTH EXT 1,,1829,LENASIA,
LENASIA-SUID UIT 1,,1829,LENASIA,
LENASIA SOUTH EXT 10,,1829,LENASIA,
LENASIA-SUID UIT 10,,1829,LENASIA,
LENASIA SOUTH EXT 11,,1829,LENASIA,
LENASIA-SUID UIT 11,,1829,LENASIA,
LENASIA SOUTH EXT 13,,1829,LENASIA,
LENASIA-SUID UIT 13,,1829,LENASIA,
LENASIA SOUTH EXT 2,,1829,LENASIA,
LENASIA-SUID UIT 2,,1829,LENASIA,
LENASIA SOUTH EXT 3,,1829,LENASIA,
LENASIA-SUID UIT 3,,1829,LENASIA,
LENASIA SOUTH EXT 4,,1829,LENASIA,
LENASIA-SUID UIT 4,,1829,LENASIA,
LENASIA SOUTH EXT 5,,1829,LENASIA,
LENASIA-SUID UIT 5,,1829,LENASIA,
LENASIA SOUTH EXT 6,,1829,LENASIA,
LENASIA-SUID UIT 6,,1829,LENASIA,
LENASIA SOUTH EXT 7,,1829,LENASIA,
LENASIA-SUID UIT 7,,1829,LENASIA,
LENASIA SOUTH EXT 8,,1829,LENASIA,
LENASIA-SUID UIT 8,,1829,LENASIA,
LENASIA SOUTH EXT 9,,1829,LENASIA,
LENASIA-SUID UIT 9,,1829,LENASIA,
LENGAU,9503,9499,KROONSTAD,
LENGETA,0864,,POLOKWANE,
LENHAM,,4068,PHOENIX,
LENNOX EST,,5201,EAST LONDON,
LENNOX LGD,,5201,EAST LONDON,
LENNOXTON,2958,,NEWCASTLE,
LENTEGEUR,7786,7785,MITCHELLS PLAIN,
LENTING,0761,,MPHAHLELE,
LENYENENG SECTION,,2839,MADIKWE,
LENYENENG SEKSIE,,2839,MADIKWE,
LENYENYE,0857,0857,TZANEEN,
LENZ,1822,1822,LENASIA,
LEOKANENG,0702,,POLOKWANE,
LEONARDSVILLE,,3370,LADYSMITH,
LEONDALE,1424,1401,GERMISTON,
LEONSDALE,,7490,ELSIES RIVER,
LEOPARD PARK,2753,,MAHIKENG,
LEPELSFONTEIN,8207,,VREDENDAL,
LEPHALALE,0555,0555,LEPHALALE,
LEPHOI,9992,9992,BETHULIE,
LERAATSFONTEIN,1038,1034,WITBANK,
LERATO,2880,2880,ZEERUST,
LERATONG VILLAGE,,1724,KAGISO,
LERATONG DORP,,1724,KAGISO,
LERATSWANA,9602,9602,ARLINGTON,
LEROME,0497,0497,SAULSPOORT,
LERORO,1273,,GRASKOP,
LERORO TSP,1273,,GRASKOP,
LERORO DGD,1273,,GRASKOP,
LES MARAIS,,0084,PRETORIA,
LESEDI,2525,2521,POTCHEFSTROOM,
LESETLHENG,0374,0374,SAULSPOORT,
LESETSI,0762,,MPHAHLELE,
LESHWANE,0724,0724,POLOKWANE,
LESLIE,2265,2265,LESLIE,
LESLIE EXT 16,2265,2265,LEBOHANG,
LESLIE UIT 16,2265,2265,LEBOHANG,
LESLIE EXT 17,2265,2265,LEBOHANG,
LESLIE UIT 17,2265,2265,LEBOHANG,
LESSETTY,5319,,QUEENSTOWN,
LESTER PARK,,3201,PIETERMARITZBURG,
LETABA,0870,0870,LETABA,
LETHABONG,0263,0263,LETHABONG,
LETHAKANENE,0250,,BRITS,
LETHLAKENG,2849,,MADIKWE,
LETLHABILE,0264,0264,BRITS,
LETLHABILE BLOCK A,0264,0267,BRITS,
LETLHABILE BLOK A,0264,0267,BRITS,
LETLHABILE BLOCK B,0264,0264,BRITS,
LETLHABILE BLOK B,0264,0264,BRITS,
LETLHABILE BLOCK C,0264,0264,BRITS,
LETLHABILE BLOK C,0264,0264,BRITS,
LETLHABILE BLOCK E,0264,0264,BRITS,
LETLHABILE BLOK E,0264,0264,BRITS,
LETLHABILE BLOCK F,,0264,BRITS,
LETLHABILE BLOK F,,0264,BRITS,
LETLHABILE EXT 2,,0264,LETLHABILE,
LETLHABILE UIT 2,,0264,LETLHABILE,
LETLHABILE EXT 7,0264,0264,BRITS,
LETLHABILE UIT 7,0264,0264,BRITS,
LETLHABILE SECTION,0264,0264,RUSTENBURG,
LETLHABILE SEKSIE,0264,0264,RUSTENBURG,
LETLHABILE ZONE 1,0264,0264,BRITS,
LETLHABILE SONE 1,0264,0264,BRITS,
LETLHABILE ZONE 10,0264,0264,BRITS,
LETLHABILE SONE 10,0264,0264,BRITS,
LETLHABILE ZONE 16,0264,0264,BRITS,
LETLHABILE SONE 16,0264,0264,BRITS,
LETLHABILE ZONE 5,0264,0264,BRITS,
LETLHABILE SONE 5,0264,0264,BRITS,
LETLHABILE ZONE 6,0264,0264,BRITS,
LETLHABILE SONE 6,0264,0264,BRITS,
LETLHABILE ZONE 7,0264,0264,BRITS,
LETLHABILE SONE 7,0264,0264,BRITS,
LETLHAKANENG,0217,,BRITS,
LETLHAKENG,2849,,MADIKWE,
LETSATSING,2503,2503,CARLETONVILLE,
LETSITELE,0885,0885,LETSITELE,
LETSOPO,2610,,OTTOSDAL,
LETSWATLA,0849,,BOCHUM,
LEVUBU,0929,0929,LEVUBU,
LEVYVALE,,6229,UITENHAGE,
LEWISHAM,,1739,KRUGERSDORP,
LEWISHAM EXT 3,,1739,KRUGERSDORP,
LEWISHAM UIT 3,,1739,KRUGERSDORP,
LIBANON,1781,1779,WESTONARIA,
LIBERTAS,,2745,MAHIKENG,
LIBODE,5160,5160,LIBODE,
LIBRADENE,,1459,BOKSBURG,
LIBRADENE EXT 1,,1459,BOKSBURG,
LIBRADENE UIT 1,,1459,BOKSBURG,
LICHTENBURG,2740,2740,LICHTENBURG,
LIDGETTON,3270,,HOWICK,
LIEBEN GLEN,,7530,BELLVILLE,
LIEFDE EN VREDE,,2190,ROSETTENVILLE,
LIEFDE EN VREDE EXT 1,,2190,ROSETTENVILLE,
LIEFDE EN VREDE UIT 1,,2190,ROSETTENVILLE,
LIKHOHLONG,,4740,MALUTI,
LIKOLE,,1431,KATLEHONG,
LIKOLE EXT 1,,1431,KATLEHONG,
LIKOLE UIT 1,,1431,KATLEHONG,
LILIANTON,,1459,BOKSBURG,
LILIBA SECTION,1632,1632,TEMBISA,
LILIBA SEKSIE,1632,1632,TEMBISA,
LILLYDALE,1281,,XIMHUNGWE,
LILYDALE,1291,1291,BUSHBUCKRIDGE,
LILYVALE,1513,,PUTFONTEIN,
LILYVALE,,9301,BLOEMFONTEIN,
LIMBURG,0613,,POTGIETERSRUS,
LIME ACRES,8410,8410,POSTMASBURG,
LIMEHILL,2920,,WASBANK,
LIMPOPODRAAI,0536,0536,ELLISRAS,
LINBRO PARK,2065,2090,JOHANNESBURG,
LINCOLN EST,,7764,LANSDOWNE,
LINCOLN LGD,,7764,LANSDOWNE,
LINCOLN MEADE,,3201,PIETERMARITZBURG,
LINDBERGH PARK,,2190,ROSETTENVILLE,
LINDEKUHLE,1689,1693,TEMBISA,
LINDELANI,,4339,VERULAM,
LINDELANI,4450,4449,STANGER,
LINDELANI,,4359,KWAMASHU,
LINDELANI,4220,,HIBBERDENE,
LINDEN,2104,2195,JOHANNESBURG,
LINDEN EXT,,2194,JOHANNESBURG,
LINDEN UIT,,2194,JOHANNESBURG,
LINDEN EXT 1,,2195,JOHANNESBURG,
LINDEN UIT 1,,2195,JOHANNESBURG,
LINDEN EXT 7,,2195,JOHANNESBURG,
LINDEN UIT 7,,2195,JOHANNESBURG,
LINDENE,,8301,KIMBERLEY,
LINDEQUESDRIFT,,1911,VANDERBIJLPARK,
LINDHAVEN,,1724,ROODEPOORT,
LINDHAVEN EXT 1,,1724,ROODEPOORT,
LINDHAVEN UIT 1,,1724,ROODEPOORT,
LINDHAVEN EXT 2,,1724,ROODEPOORT,
LINDHAVEN UIT 2,,1724,ROODEPOORT,
LINDHAVEN EXT 3,,1724,ROODEPOORT,
LINDHAVEN UIT 3,,1724,ROODEPOORT,
LINDHAVEN EXT 4,,1724,ROODEPOORT,
LINDHAVEN UIT 4,,1724,ROODEPOORT,
LINDHAVEN EXT 6,,1724,ROODEPOORT,
LINDHAVEN UIT 6,,1724,ROODEPOORT,
LINDHAVEN PARK,,1724,ROODEPOORT,
LINDIDA,,7600,STELLENBOSCH,
LINDIWE,4082,,MAYVILLE,
LINDLEY,9630,9630,LINDLEY,
LINDO PARK,,0186,PRETORIA,
LINDO PARK EAST,,0186,PRETORIA,
LINDO PARK-OOS,,0186,PRETORIA,
LINDO PARK EXT 1,0039,0186,PRETORIA,
LINDOPARK UIT 1,0039,0186,PRETORIA,
LINFIELD PARK,3204,,PIETERMARITZBURG,
LINFIELDPARK,3204,,PIETERMARITZBURG,
LINGELETHU,5760,,ADELAIDE,
LINGELETHU WEST,7765,7784,KAYELITSHA,
LINGELETHU-WES,7765,7784,KAYELITSHA,
LINGELIHLE,5881,5880,CRADOCK,
LINK HILLS,3652,3610,PINETOWN,
LINK HOLEM,,1911,VANDERBIJLPARK,
LINKS,,7130,SOMERSET WEST,
LINKSFIELD,,2192,JOHANNESBURG,
LINKSFIELD NORTH,,2192,JOHANNESBURG,
LINKSFIELD-NOORD,,2192,JOHANNESBURG,
LINKSFIELD NORTH EXT 1,,2192,JOHANNESBURG,
LINKSFIELD-NOORD UIT 1,,2192,JOHANNESBURG,
LINKSFIELD RIDGE,,2198,JOHANNESBURG,
LINKSFIELD WEST,,2192,JOHANNESBURG,
LINKSFIELD-WES,,2192,JOHANNESBURG,
LINKSIDE,,6001,PORT ELIZABETH,
LINKSIDE,,6506,MOSSEL BAY,
LINMEYER,2105,2190,JOHANNESBURG,
LINMEYER EXT 2,,2190,JOHANNESBURG,
LINMEYER UIT 2,,2190,JOHANNESBURG,
LINNIES,2436,,STANDERTON,
LINTON GRANGE,6015,6025,PORT ELIZABETH,
LIONS RIVER,3260,,HOWICK,
LIONSRIVIER,3260,,HOWICK,
LIPHAKOENG,2554,,STILFONTEIN,
LIPHUNGU,1372,1372,NELSPRUIT,
LISTERWOOD,,6001,PORT ELIZABETH,
LITCHI FARM,,4339,VERULAM,
LITHULI EXT 3,1022,1022,KWAMHLANGA,
LITHULI UIT 3,1022,1022,KWAMHLANGA,
LITJELEMBUBE,2357,,ERMELO,
LITTLE BRAK RIVER,6503,,MOSSEL BAY,
KLEIN-BRAKRIVIER,6503,,MOSSEL BAY,
LITTLE CHELSEA,6011,6070,EMERALD HILL,
LITTLE FALLS,1735,1724,ROODEPOORT,
LITTLE FALLS EXT 1,1735,1724,STRUBENS VALLEY,
LITTLE FALLS UIT 1,1735,1724,STRUBENS VALLEY,
LITTLE FALLS EXT 12,1735,1724,STRUBENS VALLEY,
LITTLE FALLS UIT 12,1735,1724,STRUBENS VALLEY,
LITTLE FALLS EXT 2,1735,1724,STRUBENS VALLEY,
LITTLE FALLS UIT 2,1735,1724,STRUBENS VALLEY,
LITTLE FALLS EXT 4,1735,1724,STRUBENS VALLEY,
LITTLE FALLS UIT 4,1735,1724,STRUBENS VALLEY,
LITTLE FALLS EXT 5,1735,1724,STRUBENS VALLEY,
LITTLE FALLS UIT 5,1735,1724,STRUBENS VALLEY,
LITTLE FOURWAYS,,2191,BRYANSTON,
LITTLEFILLAN,2057,2196,BRYANSTON,
LIWA,5000,,IDUTYWA,
LLANDUDNO,,7806,CONSTANTIA,
LOBATLA,2873,,LERATO,
LOCHIEL,2337,2337,ERMELO,
LOCHVAAL,,1911,VANDERBIJLPARK,
LODEYKO,,1559,SPRINGS,
LODING,1081,,WITBANK,
LOERIE,6370,6370,LOERIE,
LOERIE HEIGHTS,,5257,GONUBIE,
LOERIE HOOGTE,,5257,GONUBIE,
LOERIE PARK,,6529,GEORGE,
LOERIESFONTEIN,8185,8185,NIEUWOUDTVILLE,
LOEVENSTEIN,,7530,BELLVILLE,
LOGAGENG,2759,,-,
LOHANA,3244,,BULWER,
LOHATLA,,8420,POSTMASBURG,
LOMBARDY,,2090,JOHANNESBURG,
LOMBARDY EAST,,2090,JOHANNESBURG,
LOMBARDY-OOS,,2090,JOHANNESBURG,
LOMBARDY WEST,,2090,JOHANNESBURG,
LOMBARDY-WES,,2090,JOHANNESBURG,
LONDON VILLAGE,,7785,MITCHELLS PLAIN,
LONEHILL,2062,2191,JOHANNESBURG,
LONEHILL EXT 13,2062,2191,JOHANNESBURG,
LONEHILL UIT 13,2062,2191,JOHANNESBURG,
LONEHILL EXT 14,2062,2191,JOHANNESBURG,
LONEHILL UIT 14,2062,2191,JOHANNESBURG,
LONEHILL EXT 29,2062,2191,JOHANNESBURG,
LONEHILL UIT 29,2062,2191,JOHANNESBURG,
LONEHILL EXT 33,2062,2191,JOHANNESBURG,
LONEHILL UIT 33,2062,2191,JOHANNESBURG,
LONEHILL EXT 37,2062,2191,JOHANNESBURG,
LONEHILL UIT 37,2062,2191,JOHANNESBURG,
LONEHILL EXT 71,,2191,JOHANNESBURG,
LONEHILL UIT 71,,2191,JOHANNESBURG,
LONEHILL EXT 8,2062,2191,JOHANNESBURG,
LONEHILL UIT 8,2062,2191,JOHANNESBURG,
LONELY PARK,2768,2768,MAHIKENG,
LONG BEACH VILLAGE,,7975,FISH HOEK,
LONG HOPE,5820,,-,
LONGCROFT,,4068,PHOENIX,
LONGDALE,,2093,JOHANNESBURG,
LONGDOWN EST,,7130,SOMERSET WEST,
LONGDOWN LGD,,7130,SOMERSET WEST,
LONGLANDS,8376,,BARKLY WEST,
LONGMEADOW BUSINESS ESTATE,1609,,EDENVALE,
LONGMEADOW BESIGHEIDS LANDGOED,1609,,EDENVALE,
LONGMEADOW EXT 1,,1609,EDENVALE,
LONGMEADOW UIT 1,,1609,EDENVALE,
LONGMEADOW EXT 10,,1609,EDENVALE,
LONGMEADOW UIT 10,,1609,EDENVALE,
LONGMEADOW EXT 11,,1609,EDENVALE,
LONGMEADOW UIT 11,,1609,EDENVALE,
LONGMEADOW EXT 12,,1609,EDENVALE,
LONGMEADOW UIT 12,,1609,EDENVALE,
LONGMEADOW EXT 2,,1609,EDENVALE,
LONGMEADOW UIT 2,,1609,EDENVALE,
LONGMEADOW EXT 3,,1609,EDENVALE,
LONGMEADOW UIT 3,,1609,EDENVALE,
LONGMEADOW EXT 4,,1609,EDENVALE,
LONGMEADOW UIT 4,,1609,EDENVALE,
LONGMEADOW EXT 5,,1609,EDENVALE,
LONGMEADOW UIT 5,,1609,EDENVALE,
LONGMEADOW EXT 6,,1609,EDENVALE,
LONGMEADOW UIT 6,,1609,EDENVALE,
LONGMEADOW EXT 7,,1609,EDENVALE,
LONGMEADOW UIT 7,,1609,EDENVALE,
LONGMEADOW EXT 8,,1609,EDENVALE,
LONGMEADOW UIT 8,,1609,EDENVALE,
LONGMEADOW EXT 9,,1609,EDENVALE,
LONGMEADOW UIT 9,,1609,EDENVALE,
LONSDALE,0710,,POLOKWANE,
LOOPENG,8630,,,
LOPORUNG,2761,,-,
LORENTZVILLE,,2094,JOHANNESBURG,
LORNEGREY,4085,,DURBAN,
LORRAINE,,6070,PORT ELIZABETH,
LORRAINE MANOR,,6070,PORT ELIZABETH,
LORRAINE PHASE 1,,6070,PORT ELIZABETH,
LORRAINE FASE 1,,6070,PORT ELIZABETH,
LOSASANENG,8593,,TAUNG STATION,
LOSKOP,3330,,ESTCOURT,
LOSS SECTION,,9701,BETHLEHEM,
LOST CITY,,7785,MITCHELLS PLAIN,
LOTA,5010,,IDUTYWA,
LOTHAIR,2370,2370,ERMELO,
LOTLHAKANE,2749,,MAHIKENG,
LOTTO,2081,,JOHANNESBURG,
LOTUS GARDENS,0025,0008,PRETORIA,
LOTUS TUINE,0025,0008,PRETORIA,
LOTUS GARDENS EXT 11,0025,0008,PRETORIA,
LOTUS TUINE UIT 11,0025,0008,PRETORIA,
LOTUS GARDENS EXT 12,0025,0008,PRETORIA,
LOTUS TUINE UIT 12,0025,0008,PRETORIA,
LOTUS GARDENS EXT 2,,0008,PRETORIA,
LOTUS TUINE UIT 2,,0008,PRETORIA,
LOTUS GARDENS EXT 3,0025,0008,PRETORIA,
LOTUS TUINE UIT 3,0025,0008,PRETORIA,
LOTUS GARDENS EXT 4,0025,0008,PRETORIA,
LOTUS TUINE UIT 4,0025,0008,PRETORIA,
LOTUS GARDENS EXT 5,0025,0008,PRETORIA,
LOTUS TUINE UIT 5,0025,0008,PRETORIA,
LOTUS GARDENS EXT 8,0025,0008,PRETORIA,
LOTUS TUINE UIT 8,0025,0008,PRETORIA,
LOTUS PARK,4111,4133,ISIPINGO,
LOTUS RIVER,7805,7941,GRASSY PARK,
LOTUSRIVIER,7805,7941,GRASSY PARK,
LOTUSVILLE,,6270,ABERDEEN,
LOTUSVILLE,,4339,VERULAM,
LOUBOS,,8811,,
LOUIS TRICHARDT,0920,0920,MAKHADO,
LOUISRUS,1915,1911,VANDERBIJLPARK,
LOUISVALE,8809,8801,UPINGTON,
LOUISVALEWEG,8815,8801,UPINGTON,
LOUMAR EST,,7530,BELLVILLE,
LOUMAR LGD,,7530,BELLVILLE,
LOURDES,3284,,-,
LOURIER PARK,9301,9301,BLOEMFONTEIN,
LOUTERWATER,6435,6435,JOUBERTINA,
LOUW'S BUSH,,7490,ELSIES RIVER,
LOUWLARDIA,0140,0157,CENTURION,
LOUWLARDIA EXT 34,0140,0157,CENTURION,
LOUWLARDIA UIT 34,0140,0157,CENTURION,
LOUWNA,8610,,VRYBURG,
LOUWSBURG,3150,,VRYHEID,
LOUWVILLE,,7380,VREDENBURG,
LOVEDALE,5700,,ALICE,
LOVEMORE HEIGHTS,,6070,PORT ELIZABETH,
LOVEMORE PARK,,6070,PORT ELIZABETH,
LOVU,4145,4126,WINKLESPRUIT,
LOW MARINA,,1759,RANDFONTEIN,
LOW VALLEY,5400,,TSOMO,
LOW'S CREEK,1302,,NELSPRUIT,
LOWER CAMBALALA,5380,,COFIMVABA,
LOWER CROSSROADS,7750,7750,GUGULETU,
LOWER HOUGHTON,,2198,JOHANNESBURG,
LOWER MOLWENI,3600,,PINETOWN,
LOWER TSP,,6280,GRAAFF-REINET,
LOWER DGD,,6280,GRAAFF-REINET,
LOWLARDIA EXT 48,0046,0157,CENTURION,
LOWLARDIA UIT 48,0046,0157,CENTURION,
LOWRYVILLE,,9795,COLESBERG,
LOXTON,6985,,-,
LUBALEKO,4735,,MOUNT AYLIFF,
LUBANZI,5161,,LIBODE,
LUCKHOFF,9982,9982,FAURESMITH,
LUDAKENI,4820,,LUSIKISIKI,
LUDIZA,5000,,IDUTYWA,
LUDLOW,1365,,THULAMAHASHE,
LUDOME,5124,,-,
LUDONGA,4820,,LUSIKISIKI,
LUEMBO,5050,,ENGCOBO,
LUFUTA,5455,,CALA,
LUGANDA,3609,3609,PINETOWN,
LUGWIJINI,4800,,BIZANA,
LUHEWINI,5056,,ENGCOBO,
LUIPAARDSVLEI,1743,1739,KRUGERSDORP,
LUIPAARDSVLEI EXT 3,,1739,KRUGERSDORP,
LUIPAARDSVLEI UIT 3,,1739,KRUGERSDORP,
LUJIZWENI,,5100,MTHATHA,
LUKA,0322,0322,RUSTENBURG,
LUKASRAND,,0181,WATERKLOOF,
LUKHANYISWENI,8795,,PHILIPSTOWN,
LUKHOLWENI,4740,4740,MALUTI,
LUKWETU,5100,,MTHATHA,
LULEKANI,1392,1392,PHALABORWA,
LULET,6452,,WILLOWMORE,
LUMIER,1905,1911,VANDERBIJLPARK,
LUMKU,5410,,LADY FRERE,
LUNEBURG,3183,,VRYHEID,
LUPHISA,1217,,KANYAMAZANE,
LUPINDO,5100,5100,MTHATHA,
LURASHENI,5100,,MTHATHA,
LURWAYIZO,5019,,IDUTYWA,
LUSAKA,1753,1754,KAGISO,
LUSAKA,9869,,WITSIESHOEK,
LUSAKA,2520,,POTCHEFSTROOM,
LUSAKA,,4092,CHATSWORTH,
LUSAKA,7750,7750,GUGULETU,
LUSAKA,,9323,GA-SEHUNELO,
LUSAKA,9585,,PARYS,
LUSAKA,4031,,UMLAZI,
LUSAKA,,9410,THEUNISSEN,
LUSAKA,,5900,MIDDELBURG,
LUSAKA,,0122,MAMELODI,
LUSAKA EXT,0177,0122,MAMELODI,
LUSAKA UIT,0177,0122,MAMELODI,
LUSAKA EXT 1,1744,1754,KAGISO,
LUSAKA UIT 1,1744,1754,KAGISO,
LUSAKA EXT 2,1753,,ROODEPOORT,
LUSAKA UIT 2,1753,,ROODEPOORT,
LUSAKA EXT 22,,0122,MAMELODI,
LUSAKA UIT 22,,0122,MAMELODI,
LUSAKA EXT 3,,1754,ROODEPOORT,
LUSAKA UIT 3,,1754,ROODEPOORT,
LUSHABA,3855,,NKANDLA,
LUSHOF,0380,,THABAZIMBI,
LUSIKISIKI,4820,4820,PORT ST JOHNS,
LUSIZI,4960,,BUTTERWORTH,
LUSTIGAN VILLAGE,,7646,PAARL,
LUTENGELE,5120,,PORT ST JOHNS,
LUTHULI ZONE 9A,,0742,POLOKWANE,
LUTHULI SONE 9A,,0742,POLOKWANE,
LUTSHAYA,4820,,LUSIKISIKI,
LUTSHEKO,5131,,TABANKULU,
LUTUBENI MISSION,5080,,MQANDULI,
LUTZVILLE,8165,8165,LUTZVILLE,
LUVUYO PARK,,7784,KHAYELITSHA,
LUXMI,3207,3201,PIETERMARITZBURG,
LUXOLWENI,5880,,CRADOCK,
LUXOLWENI,5100,,MTHATHA,
LUXOLWENI,,5930,HOFMEYR,
LUYENGWENI,5093,,MOUNT FRERE,
LUYOLOVILLE,,7750,GUGULETU,
LUZI,4787,,PORT SHEPSTONE,
LUZUKO,,7750,GUGULETU,
